Fever, 3, 1.8568128968498905
Hypothermia, 3, 5.836308646191459
Body Weight, 103, 35.32774825591079
Weight Gain, 1, 1.4866897406760522
Weight Loss, 18, 18.00096680486114
Decerebrate State, 3, 8.834028090756178
Catalepsy, 2, 7.349049155324865
Hyperkinesis, 3, 7.023000757567818
Psychomotor Agitation, 1, 2.2425601797093533
Tremor, 4, 6.957411147313008
Catatonia, 1, 2.701906514481101
Learning Disorders, 1, 1.7353123772912469
Confusion, 1, 1.508948211276995
Coma, 2, 2.624169625686484
Memory Disorders, 5, 7.339988038319499
Hallucinations, 1, 1.7232881843244452
Muscle Rigidity, 1, 2.4019328035177634
Muscular Atrophy, 1, 1.4608217695938281
Spasm, 1, 1.3672774715625755
Pain, 51, 16.798722140167744
Neuralgia, 1, 1.5383141060813592
Pain, Intractable, 3, 5.978950113980964
Paralysis, 2, 0.9689427549656967
Miosis, 1, 2.09544952895845
Seizures, 10, 8.451669255214139
Hyperalgesia, 6, 14.364660467019327
Sleep Deprivation, 2, 5.151824577988646
Constipation, 4, 6.375661974106236
Diarrhea, 18, 16.61738635948159
Anoxia, 1, 1.0019885717074701
Dyspnea, 1, 1.005221681539617
