Body Weight, 3, 1.028963541434295
Birth Weight, 2, 2.8142618860094
Obesity, 2, 1.6651073032713362
Obesity, Morbid, 1, 1.7529399523745601
Hydrops Fetalis, 1, 2.341000252522606
Eye Manifestations, 7, 10.555138817268473
Myoclonus, 1, 1.775070869430331
Aphasia, 1, 1.8106618145330335
Mental Retardation, 9, 8.149020156654428
Agnosia, 1, 2.5362124191476383
Psychomotor Disorders, 3, 3.9949229749113284
Muscle Spasticity, 1, 1.7272802055939827
Myotonia, 1, 3.0540485873998464
Paraplegia, 1, 1.2774792836657665
Quadriplegia, 1, 1.3691396694936402
Hearing Disorders, 1, 0.7350165749565932
Hearing Loss, 2, 1.6071010892456585
Deafness, 1, 1.2285271630622612
Olfaction Disorders, 1, 2.2882302165425417
Diarrhea, 1, 0.9231881310823105
Vomiting, 1, 0.8435126654253875
Hyperemesis Gravidarum, 1, 2.875082738452864
Skin Manifestations, 5, 3.0617860905077876
