Body Weight, 8, 2.74390277715812
Birth Weight, 24, 33.7711426321128
Fetal Macrosomia, 1, 3.3367181180280827
Obesity, 1, 0.8325536516356681
Cyanosis, 1, 1.7434095875238662
Eye Manifestations, 1, 1.507876973895496
Fatigue, 1, 1.1380131555214292
Intermittent Claudication, 1, 2.2183032020637934
Mobility Limitation, 1, 2.7638571033426396
Torticollis, 18, 38.789836607690404
Learning Disorders, 1, 1.7353123772912469
Mental Retardation, 10, 9.054466840727143
Muscle Spasticity, 2, 3.4545604111879653
Muscle Hypotonia, 5, 8.282555673528876
Muscular Atrophy, 3, 4.382465308781485
Myotonia, 2, 6.108097174799693
Spasm, 1, 1.3672774715625755
Pain, 14, 4.611413920830361
Back Pain, 2, 2.2938570383587633
Low Back Pain, 2, 3.1808420457535704
Sciatica, 1, 2.1694092980737385
Paralysis, 7, 3.3912996423799386
Facial Paralysis, 1, 1.3570969116304579
Hemiplegia, 1, 1.294632362892016
Horner Syndrome, 1, 2.2096263580381046
Reflex, Abnormal, 1, 1.4071309430047
Deafness, 1, 1.2285271630622612
Arthralgia, 6, 8.863800001957278
Pain, Postoperative, 3, 5.033565966799379
Pelvic Pain, 1, 2.0410781251763233
