Aging, Premature, 1, 0.00021338963494859948
Asthenia, 7, 0.0008895486844156151
Fever, 156, 0.005946997937829316
Fever of Unknown Origin, 11, 0.0009980847157979465
Hypothermia, 11, 0.0013180624319779428
Body Weight, 142, 0.002999807433526671
Birth Weight, 13, 0.0011266892898177236
Weight Gain, 10, 0.000915686148705495
Weight Loss, 26, 0.0016014853648938208
Emaciation, 1, 0.00011287652548411515
Cachexia, 13, 0.0015971748726883973
Fetal Weight, 2, 0.00044059039055142907
Overweight, 5, 0.0002537208165304763
Obesity, 83, 0.004256147033096093
Obesity, Morbid, 5, 0.0005398378659598262
Thinness, 5, 0.0008224416314231991
Chills, 1, 0.00022081938808014536
Cyanosis, 3, 0.0003221417287960868
Edema, 325, 0.011927984918537755
Eye Hemorrhage, 1, 0.00016954150637907845
Fatigue, 278, 0.019485806197648475
Mental Fatigue, 2, 0.0004416387761602907
Fetal Distress, 2, 0.00031885729037977445
Flushing, 5, 0.0008050148727355187
Heart Murmurs, 3, 0.0004367047686532404
Hot Flashes, 1, 0.0002097655142339839
Hypergammaglobulinemia, 1, 0.00010342115185715257
Intermittent Claudication, 52, 0.00710477861853199
Mobility Limitation, 26, 0.0044260389729946946
Motion Sickness, 4, 0.0008611397265996627
Neurologic Manifestations, 7, 3.0154959074038455e-05
Cerebrospinal Fluid Rhinorrhea, 1, 0.00016491164260904433
Decerebrate State, 62, 0.011244897757231179
Dyskinesias, 7, 0.00032247653141145844
Ataxia, 16, 0.0012019460142273992
Cerebellar Ataxia, 1, 0.00010524800724985384
Athetosis, 1, 0.0001590412710654993
Catalepsy, 8, 0.001810578854099493
Chorea, 2, 0.0002455047906491415
Dystonia, 41, 0.003879110939086129
Torticollis, 19, 0.002521885394434644
Hyperkinesis, 3, 0.0004325626484197503
Hypokinesia, 1, 0.00017734224526946884
Myoclonus, 15, 0.0016399600033920078
Psychomotor Agitation, 38, 0.005248727225631729
Akathisia, Drug-Induced, 7, 0.0013412569631851949
Tremor, 16, 0.0017140913383976645
Gait Disorders, Neurologic, 5, 0.0005373204561891002
Meningism, 1, 0.0001893564718247566
Neurobehavioral Manifestations, 1, 2.2835831741086656e-05
Apraxias, 1, 0.0001468220864416267
Catatonia, 3, 0.0004992497700190809
Communication Disorders, 22, 0.0013394778798383206
Language Disorders, 1, 6.638026124868391e-05
Speech Disorders, 3, 0.00021303228844428247
Aphasia, 6, 0.000669136766681623
Aphasia, Broca, 1, 0.00019160813759788498
Aphasia, Wernicke, 1, 0.00021528493164991568
Dysarthria, 2, 0.0002496440071976053
Learning Disorders, 5, 0.0005344092530161073
Confusion, 18, 0.001672912167937288
Delirium, 32, 0.0041073777539253785
Consciousness Disorders, 13, 0.0007023171270737035
Unconsciousness, 12, 0.0006858715785788013
Coma, 11, 0.0008889572866435177
Persistent Vegetative State, 14, 0.0026688625812225785
Syncope, 16, 0.0014692385016843719
Lethargy, 1, 0.00021528493164991568
Memory Disorders, 25, 0.0022604330932211995
Amnesia, 3, 0.000401240365346467
Amnesia, Retrograde, 1, 0.00020932713314669374
Mental Retardation, 26, 0.0014499817327125492
Perceptual Disorders, 17, 0.0014512974325496186
Agnosia, 2, 0.00031242222487286135
Auditory Perceptual Disorders, 1, 0.00019360590027317595
Hallucinations, 20, 0.002122825062203182
Illusions, 20, 0.0038062282013140427
Phantom Limb, 247, 0.04912919650365489
Psychomotor Disorders, 8, 0.0006561504678365837
Fasciculation, 15, 0.002840347077371349
Muscle Cramp, 43, 0.005939349229004325
Muscle Hypertonia, 4, 0.0003647298203723102
Muscle Rigidity, 8, 0.0011835241950630092
Muscle Spasticity, 92, 0.009787616034790477
Muscle Hypotonia, 9, 0.0009182547196989888
Muscle Weakness, 93, 0.005687934635020926
Muscular Atrophy, 16, 0.001439605559703386
Sarcopenia, 1, 0.00029341543988055553
Myotonia, 5, 0.0009405291206502607
Spasm, 104, 0.008758229025248379
Hemifacial Spasm, 3, 0.0005989371427260585
Trismus, 8, 0.0012801145051767496
Tetany, 3, 0.00043999186407520286
Orthostatic Intolerance, 1, 0.00032101030526981994
Pain, 49291, 1.0
Back Pain, 422, 0.02981090106360064
Low Back Pain, 244, 0.023901669365488244
Facial Pain, 107, 0.01299838357577568
Headache, 438, 0.023863261279140242
Labor Pain, 5, 0.0014123582528631873
Metatarsalgia, 4, 0.0012105017628780972
Neck Pain, 77, 0.009289778276190435
Neuralgia, 477, 0.04519492831094108
Neuralgia, Postherpetic, 24, 0.006058992752808149
Sciatica, 75, 0.010021415316700677
Pain, Intractable, 251, 0.03081085122646726
Pain, Referred, 5, 0.0012329382991173058
Paralysis, 29, 0.0008653512439323032
Facial Paralysis, 9, 0.0007522802703133831
Gastroparesis, 2, 0.00040620078506267313
Hemiplegia, 49, 0.003907228765130461
Ophthalmoplegia, 29, 0.00237534154155123
Paraplegia, 51, 0.004012826127644507
Brown-Sequard Syndrome, 1, 0.00021773913211562044
Quadriplegia, 28, 0.0023611962541691023
Respiratory Paralysis, 1, 0.0001533290763943816
Paresis, 20, 0.0015862917301252687
Paraparesis, 3, 0.00041313998155099313
Psychophysiologic Disorders, 499, 0.04556414219307711
Miosis, 1, 0.00012906351987780382
Horner Syndrome, 12, 0.0016331511770169196
Reflex, Abnormal, 24, 0.0020800417658173357
Reflex, Babinski, 1, 0.00021724040645347965
Seizures, 57, 0.0029671783341591144
Sensation Disorders, 73, 0.0015436565255802254
Dizziness, 36, 0.0029766916596291023
Hearing Disorders, 3, 0.0001358140461339261
Hearing Loss, 1, 4.9492512349031636e-05
Deafness, 4, 0.00030267116957786116
Hearing Loss, Sensorineural, 3, 0.0002244772369778356
Hearing Loss, Central, 1, 0.00020039684895063815
Hyperacusis, 2, 0.0004997467211013689
Tinnitus, 11, 0.0013374376074364327
Olfaction Disorders, 2, 0.0002818746449927839
Somatosensory Disorders, 45, 0.0028978490379344035
Hyperalgesia, 1295, 0.19095902278183338
Hyperesthesia, 70, 0.0116187987820579
Hypesthesia, 62, 0.006575689713943271
Paresthesia, 140, 0.011710081269387324
Taste Disorders, 3, 0.00043904671189550203
Dysgeusia, 4, 0.0008554320783365642
Vision Disorders, 21, 0.0008581824024863866
Blindness, 19, 0.001285100113165789
Color Vision Defects, 1, 0.00015808336244608383
Diplopia, 10, 0.0010126789397801356
Hemianopsia, 1, 0.00012823834776670953
Photophobia, 6, 0.0010548141479693556
Scotoma, 2, 0.00029332790938346856
Sleep Disorders, 202, 0.018575356622691688
Sleep Deprivation, 18, 0.0028558137248136137
Urinary Bladder, Neurogenic, 6, 0.0007680276040953291
Vertigo, 13, 0.0012781184133438298
Voice Disorders, 4, 0.0004102649178994711
Dysphonia, 2, 0.0004249268355079793
Hoarseness, 3, 0.00040948894809345206
Oral Manifestations, 2, 0.00022983484072610245
Oral Hemorrhage, 2, 0.00031731263609040153
Abdominal Pain, 76, 0.003971763542660995
Abdomen, Acute, 69, 0.0061096100866244426
Colic, 44, 0.005785294253715399
Renal Colic, 3, 0.000902009897747881
Arthralgia, 66, 0.0060053584356456816
Shoulder Pain, 37, 0.005515946974000606
Chest Pain, 50, 0.003386223078255387
Angina Pectoris, 204, 0.01825271334780809
Acute Coronary Syndrome, 2, 0.0003200286262941874
Angina, Unstable, 16, 0.002209990410792307
Angina Pectoris, Variant, 8, 0.001609258057291209
Earache, 12, 0.0020827487012656408
Toothache, 95, 0.015977365808729924
Glossalgia, 13, 0.003216106389177501
Pain, Postoperative, 532, 0.05497844377362226
Pelvic Pain, 29, 0.003645725169072294
Dysmenorrhea, 76, 0.012920087583419745
Pseudophakia, 1, 0.00023110863049740827
Reticulocytosis, 1, 0.0003183889614647691
Anorexia, 18, 0.0020235954209167468
Constipation, 121, 0.01187892014475354
Diarrhea, 35, 0.001990144254065683
Diarrhea, Infantile, 2, 0.0002810142137960218
Dyspepsia, 41, 0.00525777225843509
Flatulence, 4, 0.0007730736298739094
Heartburn, 12, 0.002348047672797488
Hyperphagia, 3, 0.00044333849614601874
Bulimia, 11, 0.0018725549501131399
Nausea, 147, 0.010310344995120409
Postoperative Nausea and Vomiting, 16, 0.0033704279907129883
Vomiting, 110, 0.005714925765211033
Hematemesis, 3, 0.0003854189559542893
Hyperemesis Gravidarum, 1, 0.0001770829089589586
Anoxia, 18, 0.0011108657415915954
Fetal Hypoxia, 2, 0.0003368143562710304
Apnea, 4, 0.00046232495567940086
Cheyne-Stokes Respiration, 1, 0.00022406183579804133
Cough, 30, 0.002429315088454429
Dyspnea, 63, 0.0039005755763121975
Dyspnea, Paroxysmal, 1, 0.00023110863049740827
Hemoptysis, 2, 0.00020905336809646559
Hypercapnia, 6, 0.0007801218746535941
Hyperventilation, 16, 0.002074556339536734
Hypocapnia, 1, 0.00020760415974206665
Respiratory Sounds, 6, 0.0006057980398303592
Snoring, 3, 0.0005100034572402531
Sneezing, 1, 0.00020676041664699846
Skin Manifestations, 4, 0.0001508659156874098
Ecchymosis, 8, 0.0011332887554356631
Jaundice, 5, 0.00044799509358761023
Pallor, 1, 0.00021773913211562044
Pruritus, 116, 0.010473723617675495
Purpura, 12, 0.0007858327320285838
Purpura, Schoenlein-Henoch, 13, 0.001599969638791946
Purpura, Thrombocytopenic, Idiopathic, 1, 0.00011911297408006632
Purpura, Thrombotic Thrombocytopenic, 1, 0.00013451992348829556
Dysuria, 1, 0.00023629841740619825
Hypercalciuria, 1, 0.00022807391411555012
Nocturia, 1, 0.00025702251054199245
Oliguria, 1, 0.00016100297454710373
Polyuria, 2, 0.0002908266139940596
Hemoglobinuria, 1, 0.0001776026781426922
Urinary Bladder, Overactive, 4, 0.0008729677162107635
Urinary Incontinence, 17, 0.001693664517652884
Urinary Incontinence, Stress, 12, 0.0020711089742027206
Urinary Incontinence, Urge, 5, 0.0012712171996717755
