Fever, 1, 0.012176866264826064
Body Weight, 4, 0.02699152177730731
Obesity, 4, 0.06551803571458945
Edema, 11, 0.12895516820958142
Fatigue, 10, 0.2238906358186086
Mental Fatigue, 1, 0.07053416815157025
Intermittent Claudication, 3, 0.13092747968830465
Dystonia, 16, 0.483538070235543
Myoclonus, 1, 0.03492242103280005
Tics, 1, 0.07323343803097734
Tremor, 2, 0.06843941996038078
Gait Disorders, Neurologic, 1, 0.0343261991056374
Muscle Cramp, 3, 0.1323591617708234
Muscle Weakness, 9, 0.17582333139946535
Muscular Atrophy, 4, 0.11495976587798537
Spasm, 6, 0.16139740791046078
Pain, 132, 0.8553988241120414
Back Pain, 17, 0.3835958679896331
Low Back Pain, 25, 0.7822413394421874
Metatarsalgia, 1, 0.09666467201198271
Neck Pain, 13, 0.5009799239665944
Neuralgia, 5, 0.15132255792837562
Sciatica, 1, 0.0426805634662441
Paralysis, 2, 0.01906280331018714
Paraplegia, 3, 0.07539868436775114
Quadriplegia, 3, 0.0808086135841613
Psychophysiologic Disorders, 9, 0.2624989128485848
Sensation Disorders, 5, 0.03377226311703453
Hearing Disorders, 1, 0.01446058224422247
Deafness, 1, 0.024169819683008197
Somatosensory Disorders, 1, 0.020569587872656083
Hypesthesia, 4, 0.13551019200492267
Paresthesia, 4, 0.10686960681236404
Sleep Disorders, 1, 0.029372988667602136
Abdominal Pain, 1, 0.016692913369274108
Arthralgia, 11, 0.3197054429814121
Shoulder Pain, 21, 1.0
Pain, Postoperative, 1, 0.03300982006150458
Constipation, 1, 0.031358403156884485
Diarrhea, 1, 0.01816263517213087
Anoxia, 1, 0.019712940690898774
Cough, 1, 0.02586574189762735
Hemoptysis, 1, 0.033387931979542575
Hyperventilation, 1, 0.04141594714717751
Ecchymosis, 1, 0.04524941193748949
