Fever, 4, 0.0703685851237669
Edema, 4, 0.06774688789495702
Eye Hemorrhage, 1, 0.07823870899005182
Confusion, 1, 0.042889034821201384
Hallucinations, 3, 0.14694374477287175
Pain, 1, 0.009362202036178062
Facial Pain, 1, 0.056059756750867294
Headache, 2, 0.050284173888011714
Neuralgia, Postherpetic, 1, 0.11650238853110713
Paraplegia, 1, 0.03630996284102873
Psychophysiologic Disorders, 4, 0.16854981580057396
Seizures, 1, 0.024022291439504934
Dizziness, 1, 0.038157243006734516
Tinnitus, 1, 0.05610821905147073
Paresthesia, 1, 0.03859912959421603
Blindness, 1, 0.03121253187785702
Sleep Disorders, 1, 0.04243570571531455
Vertigo, 1, 0.04537048035389137
Skin Manifestations, 1, 0.017405110297288116
Pruritus, 24, 1.0
Tinea Pedis, 1, 0.09868955229182247
Purpura, 3, 0.09066000967717709
