Body Weight, 3, 0.0002809334800572277
Obesity, 2, 0.00045461706906025755
Obesity, Morbid, 1, 0.00047859763861553923
Edema, 2, 0.0003253800546379814
Fatigue, 1, 0.00031070682609988
Hot Flashes, 1, 0.0009298465901133181
Ataxia, 1, 0.00033299843366501263
Tremor, 2, 0.0009497759867560879
Mental Retardation, 2, 0.0004944204098976189
Muscle Cramp, 2, 0.0012245530772554396
Spasm, 6, 0.0022398112439698096
Pain, 92, 0.008273655048491113
Back Pain, 3, 0.0009394228482210653
Low Back Pain, 6, 0.002605354775292484
Headache, 6, 0.0014490525916829545
Neuralgia, 2, 0.000839998538024305
Sciatica, 1, 0.0005923044687538915
Facial Paralysis, 1, 0.0003705223196031049
Psychophysiologic Disorders, 21, 0.008500004572522897
Reflex, Abnormal, 1, 0.00038418289550229087
Dizziness, 1, 0.0003665291853292706
Deafness, 1, 0.00033541947539057
Hyperalgesia, 3, 0.001960960662034259
Sleep Disorders, 1, 0.00040762705633532646
Vertigo, 1, 0.0004358177869185795
Abdominal Pain, 13, 0.0030115519329662064
Colic, 2, 0.0011656817146222269
Chest Pain, 1, 0.0003002083535205505
Toothache, 1, 0.000745519118310106
Pain, Postoperative, 2, 0.0009161952114645592
Pelvic Pain, 35, 0.019504336663990395
Dysmenorrhea, 1327, 1.0
Constipation, 3, 0.0013055396284188264
Diarrhea, 4, 0.0010082163029837255
Bulimia, 1, 0.0007546039904782358
Nausea, 6, 0.0018654530573835285
Vomiting, 5, 0.001151503134114854
Morning Sickness, 1, 0.0007781737749696166
Hyperemesis Gravidarum, 1, 0.0007849714461604214
Hirsutism, 4, 0.0027124799015919017
