Fever, 1, 0.01563746336083709
Body Weight, 1, 0.008665590219732705
Weight Loss, 1, 0.02526636361227812
Obesity, 1, 0.021034473498332845
Edema, 1, 0.015054863976657116
Fetal Distress, 1, 0.06539724770824773
Hallucinations, 1, 0.043538887340110154
Sciatica, 1, 0.0548101402206545
Brown-Sequard Syndrome, 1, 0.08931606952931281
Psychophysiologic Disorders, 1, 0.03745551462234977
Diarrhea, 1, 0.023324354219185016
Vomiting, 1, 0.02131135305399251
Skin Manifestations, 2, 0.03094241830628999
Pruritus, 27, 1.0
Virilism, 1, 0.05626658435246247
