Aging, Premature, 2, 0.00016579104487867018
Asthenia, 2, 9.873233995190838e-05
Fever, 17, 0.00025175601955612203
Hypothermia, 7, 0.00032583601760376656
Body Weight, 7901, 0.06484027482127613
Birth Weight, 325, 0.010942131435852176
Fetal Macrosomia, 59, 0.004710376092044626
Body Weight Changes, 1, 2.0208912636788394e-05
Weight Gain, 1486, 0.05285951898022293
Weight Loss, 4836, 0.11571606878790924
Emaciation, 14, 0.0006138883912873803
Cachexia, 28, 0.0013363644089369115
Fetal Weight, 5, 0.0004278906355422198
Overweight, 1475, 0.029076080922594665
Obesity, 50200, 1.0
Obesity, Morbid, 346, 0.014511997372272517
Thinness, 641, 0.04095914322676244
Cardiac Output, Low, 6, 0.00030762105638269214
Cyanosis, 5, 0.0002085707905048481
Edema, 58, 0.000826931368189671
Edema, Cardiac, 1, 8.419924865022671e-05
Fatigue, 44, 0.0011980750165222966
Fetal Distress, 1, 6.19332838635508e-05
Heart Murmurs, 1, 5.6548935250110695e-05
Hot Flashes, 3, 0.0002444629782000009
Intermittent Claudication, 10, 0.0005307682781428406
Mobility Limitation, 23, 0.0015209939070282437
Neurologic Manifestations, 9, 1.5061248194868487e-05
Cerebrospinal Fluid Rhinorrhea, 2, 0.0001281265303602823
Dyskinesias, 1, 1.789607645069183e-05
Ataxia, 2, 5.836503189181183e-05
Gait Ataxia, 1, 6.704701647711432e-05
Chorea, 1, 4.768565232121586e-05
Dystonia, 1, 3.6754125676064506e-05
Hyperkinesis, 6, 0.00033607543062843566
Psychomotor Agitation, 1, 5.365721890987032e-05
Akathisia, Drug-Induced, 1, 7.443405896275436e-05
Tremor, 3, 0.00012485127590613742
Gait Disorders, Neurologic, 3, 0.00012523980354678326
Catatonia, 1, 6.464789245491144e-05
Language Development Disorders, 2, 0.00011899103639059591
Speech Disorders, 2, 5.517113597165318e-05
Dysarthria, 1, 4.8489633541665245e-05
Learning Disorders, 8, 0.00033216334419134005
Delirium, 2, 9.972462604889448e-05
Coma, 1, 3.139394994526774e-05
Syncope, 1, 3.567221447238084e-05
Memory Disorders, 8, 0.000280995514702474
Amnesia, 1, 5.19566468433153e-05
Mental Retardation, 171, 0.003704614701381717
Perceptual Disorders, 3, 9.949162237897813e-05
Hallucinations, 2, 8.246543587791153e-05
Psychomotor Disorders, 4, 0.00012744746445446958
Muscle Hypotonia, 22, 0.0008719690960745746
Muscle Weakness, 13, 0.00030886788424737107
Muscular Atrophy, 18, 0.0006291494049502223
Sarcopenia, 22, 0.0025076296517567258
Tetany, 1, 5.697458149791956e-05
Pain, 106, 0.0008354029195902981
Back Pain, 13, 0.0003567498154106381
Low Back Pain, 24, 0.0009132872661040797
Facial Pain, 1, 4.7191450199009544e-05
Headache, 26, 0.000550283874383213
Labor Pain, 1, 0.00010973182954345633
Neck Pain, 1, 4.686756344238656e-05
Neuralgia, 1, 3.6806885937324885e-05
Sciatica, 1, 5.1906954678441356e-05
Paralysis, 4, 4.6367338530969084e-05
Gastroparesis, 5, 0.0003944922899037387
Hemiplegia, 1, 3.0976369210525606e-05
Ophthalmoplegia, 2, 6.363789626238523e-05
Paraplegia, 7, 0.00021396166014931014
Quadriplegia, 3, 9.827726492547783e-05
Respiratory Paralysis, 1, 5.9563782917172125e-05
Vocal Cord Paralysis, 1, 4.756114153484499e-05
Psychophysiologic Disorders, 89, 0.003156969688452557
Reflex, Abnormal, 1, 3.366809672569901e-05
Seizures, 9, 0.0001819990225170495
