Body Weight, 27, 0.08905318172310779
Birth Weight, 54, 0.7306934552856982
Weight Gain, 1, 0.014296419683070051
Obesity, 2, 0.016012132305484927
Cardiac Output, Low, 5, 0.1030285777285774
Cyanosis, 28, 0.469423044299118
Edema, 4, 0.02292051416018744
Edema, Cardiac, 1, 0.033840058686187315
Hydrops Fetalis, 1, 0.02251170582035298
Eye Manifestations, 1, 0.01450016197693327
Fatigue, 2, 0.02188689843086006
Heart Murmurs, 44, 1.0
Neurologic Manifestations, 1, 0.0006725759710475227
Gait Ataxia, 1, 0.026946499032841516
Hyperkinesis, 1, 0.02251170582035298
Speech Disorders, 1, 0.011086764484206217
Coma, 1, 0.012617370410896498
Syncope, 2, 0.028673648531622093
Mental Retardation, 9, 0.07836323139779745
Muscle Hypotonia, 2, 0.031858938342660785
Headache, 1, 0.008506214495199662
Facial Paralysis, 1, 0.013050219200708701
Vocal Cord Paralysis, 7, 0.13380526460336975
Pupil Disorders, 1, 0.01679120447109177
Horner Syndrome, 1, 0.021248378120186217
Reflex, Abnormal, 1, 0.013531360283068485
Seizures, 3, 0.024382076647699785
Sensation Disorders, 1, 0.003301478375458614
Dizziness, 1, 0.012909576451771954
Deafness, 3, 0.03544157082943763
Vision Disorders, 3, 0.019140893584733948
Sleep Disorders, 2, 0.028714180797604332
Vertigo, 1, 0.015350000121308643
Hoarseness, 2, 0.042621778694217405
Angina Pectoris, 1, 0.013969405044230755
Nausea, 1, 0.010950564477719195
Vomiting, 1, 0.00811145106000572
Hematemesis, 1, 0.02005822320934908
Anoxia, 14, 0.13489558880764355
Fetal Hypoxia, 1, 0.026293066676508263
Apnea, 3, 0.05413638400307887
Dyspnea, 13, 0.1256643658243025
Hemoptysis, 1, 0.0163195363973319
Hypoventilation, 1, 0.02424603064626158
Respiratory Sounds, 2, 0.031527334385038984
Oliguria, 9, 0.22623357226074034
Hemoglobinuria, 1, 0.027728741197566867
