Asthenia, 2, 0.13215410520661994
Fever, 18, 0.35679986040360256
Body Weight, 54, 0.5931680815557687
Cachexia, 1, 0.06388341115667379
Cardiac Output, Low, 1, 0.06862558149432385
Cyanosis, 2, 0.11166953484473882
Edema, 5, 0.09541852653102871
Fatigue, 2, 0.07289245202830558
Hypergammaglobulinemia, 3, 0.16132794667335962
Neurologic Manifestations, 8, 0.01791965613029843
Tremor, 1, 0.055704843550813656
Coma, 1, 0.042021078057494984
Syncope, 1, 0.04774757274700859
Mental Retardation, 1, 0.028998007915259055
Hallucinations, 1, 0.055190355532076296
Psychomotor Disorders, 1, 0.04264738796334831
Muscle Cramp, 1, 0.07182065933374626
Muscle Spasticity, 1, 0.05531820476539751
Pain, 5, 0.05274500725482952
Headache, 6, 0.16997533953725777
Paralysis, 1, 0.015515772586159117
Paraplegia, 14, 0.5727791270687583
Vocal Cord Paralysis, 2, 0.12732201232553397
Paraparesis, 1, 0.07160691310930191
Seizures, 7, 0.18947233822783374
Dizziness, 1, 0.04299424540161092
Vision Disorders, 2, 0.042498077767439815
Hemianopsia, 1, 0.06668020019271216
Urinary Bladder, Neurogenic, 1, 0.06655865852723272
Vertigo, 1, 0.05112186868374876
Hoarseness, 2, 0.1419482056191556
Oral Manifestations, 1, 0.05975370650734118
Abdominal Pain, 6, 0.16304219904511175
Abdomen, Acute, 5, 0.23020427760092713
Pelvic Pain, 5, 0.3268397834497561
Anorexia, 1, 0.05845614398053668
Diarrhea, 14, 0.41392678425610574
Dyspepsia, 2, 0.13336040038542432
Nausea, 7, 0.25528945952647386
Vomiting, 14, 0.3782029613720164
Hematemesis, 8, 0.5344176390014231
Anoxia, 3, 0.09626963037518488
Cough, 4, 0.16842306455164652
Dyspnea, 3, 0.09658026294854125
Skin Manifestations, 3, 0.05883440660780734
Jaundice, 7, 0.32612213323401307
Pruritus, 3, 0.14084562331332057
Proteinuria, 25, 1.0
Albuminuria, 4, 0.26454743506102674
Hemoglobinuria, 1, 0.09234821205635385
Urinary Incontinence, 2, 0.10360660539593891
