Obesity, 2, 0.08715818172344807
Edema, 14, 0.4366680246511948
Fatigue, 1, 0.05956802736841298
Neurologic Manifestations, 2, 0.007322010284327238
Torticollis, 2, 0.22560118507636664
Unconsciousness, 1, 0.04857370112029842
Coma, 3, 0.20603884145428983
Perceptual Disorders, 1, 0.07255162449067266
Phantom Limb, 5, 0.8451861038886128
Muscle Rigidity, 1, 0.12572648943717843
Muscle Hypotonia, 1, 0.08670822488253421
Muscle Weakness, 1, 0.05197700891635455
Muscular Atrophy, 4, 0.3058603346695672
Spasm, 2, 0.14313722376774465
Pain, 58, 1.0
Back Pain, 2, 0.12006938423974008
Low Back Pain, 1, 0.08324881180711426
Neck Pain, 7, 0.7177154561311956
Neuralgia, 5, 0.40260666727654826
Pain, Intractable, 1, 0.10432048824040374
Paralysis, 29, 0.7354142787011578
Ophthalmoplegia, 1, 0.0696093697530331
Paraplegia, 4, 0.26747290420246833
Quadriplegia, 2, 0.1433321731086813
Psychophysiologic Disorders, 2, 0.15520020267009632
Horner Syndrome, 3, 0.34698127011353874
Sensation Disorders, 5, 0.08985400779685272
Hyperalgesia, 1, 0.12531701760004457
Hyperesthesia, 2, 0.28211931564848075
Hypesthesia, 7, 0.6309388909426709
Paresthesia, 4, 0.28433577135436977
Hemianopsia, 1, 0.10898269654773929
Sleep Disorders, 1, 0.07814936013051348
Arthralgia, 1, 0.07732761824749512
Shoulder Pain, 7, 0.8868619739367413
Chest Pain, 1, 0.05755528336216768
Pain, Postoperative, 1, 0.08782546253712778
Nausea, 1, 0.0596067575832137
Anoxia, 5, 0.2622398623984259
Hyperventilation, 1, 0.11019068591821676
Ecchymosis, 1, 0.12038994837107601
Purpura, 1, 0.055652990221869134
