Asthenia, 11, 0.11565492528407115
Fever, 1, 0.00315408181923257
Fever of Unknown Origin, 1, 0.0075071394874539855
Hypothermia, 1, 0.009913866401731754
Body Weight, 15, 0.02621778858976849
Birth Weight, 4, 0.028682735662641203
Weight Loss, 2, 0.010192468723180404
Obesity, 16, 0.06788257037071715
Obesity, Morbid, 2, 0.01786582603999862
Edema, 4, 0.012146285280185413
Fatigue, 4, 0.02319708104117807
Mental Fatigue, 1, 0.018269933541455254
Flushing, 1, 0.013320902981057935
Intermittent Claudication, 1, 0.011304385828606893
Neurologic Manifestations, 4, 0.0014256747575289346
Ataxia, 3, 0.018646013709953477
Cerebellar Ataxia, 1, 0.008707904294742146
Chorea, 2, 0.02031232967478726
Dystonia, 1, 0.007827951189719093
Hyperkinesis, 6, 0.07157787101806835
Psychomotor Agitation, 3, 0.034283995296566554
Akathisia, Drug-Induced, 1, 0.015853082332810475
Tremor, 6, 0.05318204015414054
Neurobehavioral Manifestations, 1, 0.0018893681931682717
Apraxias, 1, 0.01214761885280084
Catatonia, 4, 0.055075237116557964
Communication Disorders, 1, 0.005037471832371532
Language Disorders, 10, 0.054921036237892566
Dyslexia, 2, 0.027288588894974507
Language Development Disorders, 2, 0.025342897096482096
Speech Disorders, 6, 0.035251304569764975
Aphasia, 3, 0.027681184074698335
Articulation Disorders, 1, 0.009618365618514865
Dysarthria, 1, 0.010327398015584213
Mutism, 1, 0.014892452704003375
Stuttering, 7, 0.11855400953881749
Learning Disorders, 30, 0.26529250773032753
Confusion, 2, 0.015379081416635704
Delirium, 2, 0.02123950687887301
Consciousness Disorders, 1, 0.004469816277045555
Unconsciousness, 4, 0.018915652089480026
Coma, 4, 0.026745330305498843
Memory Disorders, 13, 0.09725115456798404
Amnesia, 7, 0.07746065552990893
Amnesia, Retrograde, 1, 0.01731909885388055
Mental Retardation, 44, 0.20302130961926057
Perceptual Disorders, 9, 0.06356964417813331
Agnosia, 1, 0.012924438689299099
Auditory Perceptual Disorders, 1, 0.016018371221736834
Hallucinations, 16, 0.14050894042876824
Illusions, 2, 0.031491589975958675
Psychomotor Disorders, 10, 0.06785990093982504
Muscle Cramp, 1, 0.011427998432188852
Muscle Weakness, 1, 0.0050602434786604315
Spasm, 2, 0.0139351843868104
Pain, 25, 0.04196354264954226
Back Pain, 4, 0.02337881041072155
Low Back Pain, 2, 0.016209445900632825
Facial Pain, 2, 0.020101817792416137
Headache, 8, 0.0360616370788424
Neck Pain, 1, 0.009981926988049325
Pain, Intractable, 1, 0.01015616483739363
Paralysis, 1, 0.0024688470759486715
Facial Paralysis, 1, 0.006915712460591018
Hemiplegia, 2, 0.0131947911563367
Paraplegia, 1, 0.006509984161396383
Quadriplegia, 1, 0.006977081880785357
Vocal Cord Paralysis, 1, 0.01012964633531049
Psychophysiologic Disorders, 94, 0.7101502953250552
Seizures, 23, 0.09905956009800947
Dizziness, 4, 0.027364726172146848
Hearing Disorders, 1, 0.0037456155434479436
Deafness, 8, 0.05008420864833706
Tinnitus, 5, 0.05029798831637756
Olfaction Disorders, 1, 0.011660731142797906
Paresthesia, 1, 0.006920407035451363
Vision Disorders, 4, 0.013524464147299802
Blindness, 3, 0.01678820953782381
Hemianopsia, 1, 0.010610056080372177
Sleep Disorders, 13, 0.09890742804723661
Sleep Deprivation, 1, 0.013126747663867984
Vertigo, 4, 0.03253774836310579
Voice Disorders, 4, 0.03394408819615727
Dysphonia, 1, 0.01757858563101802
Oral Hemorrhage, 2, 0.02625349532773597
Abdomen, Acute, 1, 0.007325953696084894
Chest Pain, 2, 0.011206637448667135
Angina Pectoris, 3, 0.022208451914627596
Angina, Unstable, 1, 0.011427998432188852
Glossalgia, 2, 0.04093707566823213
Anorexia, 1, 0.009301456265627592
Constipation, 2, 0.01624506127048401
Diarrhea, 2, 0.009409060778017878
Dyspepsia, 1, 0.010610056080372177
Encopresis, 2, 0.03877066617990523
Heartburn, 1, 0.016189201541264766
Hyperphagia, 4, 0.04890732908541351
Bulimia, 71, 1.0
Nausea, 2, 0.011606081713164693
Vomiting, 4, 0.01719402940484231
Anoxia, 2, 0.010212188667354457
Skin Manifestations, 1, 0.0031205482874984
Ecchymosis, 2, 0.023441227721332693
Pruritus, 1, 0.007470383300741974
Purpura, 1, 0.005418120178699916
Urinary Incontinence, 1, 0.00824286587600893
